SENTENCE_NAME	VIDEO_PATH	SENTENCE	POSE_DIR
-dSv5URTW8M_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dSv5URTW8M_2-5-rgb_front.mp4	And what we're going to do is we're going to be using art glass and/or stained glass for the surface of the stone, and then it's going to be poured with a bunch of grout.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dSv5URTW8M_2-5-rgb_front
-dTqNMtTqO8_3-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dTqNMtTqO8_3-5-rgb_front.mp4	But it is a purpose for which you have that you want to represent if you win the title of the pageant.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dTqNMtTqO8_3-5-rgb_front
-dXU26rkB7I_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dXU26rkB7I_0-5-rgb_front.mp4	At home, if you're doing one or two loaves and you want to use an old fashioned method, you just have to knead it by hand.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dXU26rkB7I_0-5-rgb_front
-dYKLsoFtbU_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dYKLsoFtbU_0-5-rgb_front.mp4	Let's add a Hip Slide to our Choo Choo Shimmy.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dYKLsoFtbU_0-5-rgb_front
-dYKLsoFtbU_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dYKLsoFtbU_12-5-rgb_front.mp4	Watch those ankles that they stay press in toward each other.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dYKLsoFtbU_12-5-rgb_front
-djRbCXJLYo_13-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-djRbCXJLYo_13-5-rgb_front.mp4	It's not going to curdle.	datasets/training_data/train_2D_keypoints/openpose_output/json/-djRbCXJLYo_13-5-rgb_front
-djRbCXJLYo_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-djRbCXJLYo_5-5-rgb_front.mp4	It sounds really, really fancy but it's not.	datasets/training_data/train_2D_keypoints/openpose_output/json/-djRbCXJLYo_5-5-rgb_front
-dyT7rtkAMk_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dyT7rtkAMk_0-5-rgb_front.mp4	SAL COLLURA: Okay, now that we've gone through the days of the week, I'd like to get specific for certain events.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dyT7rtkAMk_0-5-rgb_front
-dyT7rtkAMk_16-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dyT7rtkAMk_16-5-rgb_front.mp4	If it's early, early spring, you're not going to be able to do it as much.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dyT7rtkAMk_16-5-rgb_front
-dyT7rtkAMk_19-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dyT7rtkAMk_19-5-rgb_front.mp4	It's hard, it's going to hurt, but you're done.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dyT7rtkAMk_19-5-rgb_front
-dyT7rtkAMk_26-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-dyT7rtkAMk_26-5-rgb_front.mp4	Well, keep it at a point where you're not really comfortable.	datasets/training_data/train_2D_keypoints/openpose_output/json/-dyT7rtkAMk_26-5-rgb_front
-e28snEMnO4_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-e28snEMnO4_6-5-rgb_front.mp4	You can go save dinner for somebody.	datasets/training_data/train_2D_keypoints/openpose_output/json/-e28snEMnO4_6-5-rgb_front
-e9uexlpA4g_11-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-e9uexlpA4g_11-5-rgb_front.mp4	At first, it might be a little sore, but they'll feel better and they'll look better.	datasets/training_data/train_2D_keypoints/openpose_output/json/-e9uexlpA4g_11-5-rgb_front
-e9uexlpA4g_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-e9uexlpA4g_4-5-rgb_front.mp4	And if you notice, I'm not bending my elbows.	datasets/training_data/train_2D_keypoints/openpose_output/json/-e9uexlpA4g_4-5-rgb_front
-eJI_YOtHNE_13-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eJI_YOtHNE_13-5-rgb_front.mp4	Lay it on there.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eJI_YOtHNE_13-5-rgb_front
-eJI_YOtHNE_21-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eJI_YOtHNE_21-5-rgb_front.mp4	There's a little bit on there right now.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eJI_YOtHNE_21-5-rgb_front
-eKw7cELh_E_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eKw7cELh_E_0-5-rgb_front.mp4	When using throw bags, you really want to use them in the right situations and often people get a little over eager and use them in appropriately.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eKw7cELh_E_0-5-rgb_front
-eKw7cELh_E_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eKw7cELh_E_2-5-rgb_front.mp4	So letting them know by shouting rope nice and clearly and loudly so they can hear and you make eye contact with them is important.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eKw7cELh_E_2-5-rgb_front
-eL7lQUY2fo_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eL7lQUY2fo_12-5-rgb_front.mp4	Once again my name is Michelle and I just explained to you on how to care for a tooth after extraction.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eL7lQUY2fo_12-5-rgb_front
-eL7lQUY2fo_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eL7lQUY2fo_4-5-rgb_front.mp4	You want to really rinse with warm salt water rinses.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eL7lQUY2fo_4-5-rgb_front
-eP-kUd9hD8_15-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eP-kUd9hD8_15-5-rgb_front.mp4	This was the international symbol, and definitely some place that's so remote and so you're trapped some place, very interesting.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eP-kUd9hD8_15-5-rgb_front
-eP-kUd9hD8_17-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eP-kUd9hD8_17-5-rgb_front.mp4	You can end up being saved, or not saved if you don't learn the Morse Code.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eP-kUd9hD8_17-5-rgb_front
-eP-kUd9hD8_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eP-kUd9hD8_6-5-rgb_front.mp4	Now of course if somebody snipped the wires and this often happened, especially in the old western days when the natives would take it, hear noise from these tall telegraph poles and all of a sudden just snip the wires because they knew again that this contributed somehow to more white people coming into their territories, and this was something that they just obviously did not want.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eP-kUd9hD8_6-5-rgb_front
-eP-kUd9hD8_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eP-kUd9hD8_9-5-rgb_front.mp4	And however it contributed to the advancement of communication where it wasn't just this little letter being delivered, it was a series of beeps and sounds coming through.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eP-kUd9hD8_9-5-rgb_front
-eSwgmd4XaQ_10-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eSwgmd4XaQ_10-5-rgb_front.mp4	Another problem people experience is coming out of a frontside tailslide and riding away almost straight away like a mini ramp.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eSwgmd4XaQ_10-5-rgb_front
-eSwgmd4XaQ_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eSwgmd4XaQ_2-5-rgb_front.mp4	You're not going to last very long on top of the ledge with your foot only there.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eSwgmd4XaQ_2-5-rgb_front
-eVbw_nRsLI_14-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eVbw_nRsLI_14-5-rgb_front.mp4	Because, if you can hit out of this consistently hitting off the grass is easy.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eVbw_nRsLI_14-5-rgb_front
-eVbw_nRsLI_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eVbw_nRsLI_5-5-rgb_front.mp4	Because bad balance you'll hit a bad shot.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eVbw_nRsLI_5-5-rgb_front
-eXHI3iqu7g_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eXHI3iqu7g_2-5-rgb_front.mp4	Don't ever pour your fix down the drain.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eXHI3iqu7g_2-5-rgb_front
-eaisNdrTS4_15-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eaisNdrTS4_15-5-rgb_front.mp4	Good.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eaisNdrTS4_15-5-rgb_front
-eaisNdrTS4_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eaisNdrTS4_4-5-rgb_front.mp4	Make sure you're putting pressure on that ball of that foot.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eaisNdrTS4_4-5-rgb_front
-eaisNdrTS4_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eaisNdrTS4_6-5-rgb_front.mp4	We call this a low ibis arm.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eaisNdrTS4_6-5-rgb_front
-eaisNdrTS4_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eaisNdrTS4_9-5-rgb_front.mp4	Step, touch.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eaisNdrTS4_9-5-rgb_front
-egX2qfNmvI_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-egX2qfNmvI_1-5-rgb_front.mp4	Now a lot of women don't realize this but when you put concealer on the eyelid and put a little bit of powder on top it keeps your eyeshadow on all day and it keeps it from creasing.	datasets/training_data/train_2D_keypoints/openpose_output/json/-egX2qfNmvI_1-5-rgb_front
-eryXkkckv8_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eryXkkckv8_0-5-rgb_front.mp4	KIRK VICKERS: In the fitness world and the rehab world, these physioballs have become real popular.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eryXkkckv8_0-5-rgb_front
-eryXkkckv8_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-eryXkkckv8_2-5-rgb_front.mp4	But these balls are--it can be a great training tool especially when we talk about core strengthening and core stability.	datasets/training_data/train_2D_keypoints/openpose_output/json/-eryXkkckv8_2-5-rgb_front
-euMRdZvO74_14-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-euMRdZvO74_14-5-rgb_front.mp4	I'll show you what manufacturers were successful, and what items were not successful.	datasets/training_data/train_2D_keypoints/openpose_output/json/-euMRdZvO74_14-5-rgb_front
-euMRdZvO74_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-euMRdZvO74_6-5-rgb_front.mp4	The middleweight bicycles have more of a space age look to them.	datasets/training_data/train_2D_keypoints/openpose_output/json/-euMRdZvO74_6-5-rgb_front
-euMRdZvO74_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-euMRdZvO74_9-5-rgb_front.mp4	Usually, you have double headlights.	datasets/training_data/train_2D_keypoints/openpose_output/json/-euMRdZvO74_9-5-rgb_front
-f0h1J3POAg_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-f0h1J3POAg_5-5-rgb_front.mp4	Got some CD players, we've got another mixing board that goes as one input to the, to the a, to the board.	datasets/training_data/train_2D_keypoints/openpose_output/json/-f0h1J3POAg_5-5-rgb_front
-f0h1J3POAg_7-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-f0h1J3POAg_7-5-rgb_front.mp4	And, we have a computer that we play MP3's to, and of course, the telephone.	datasets/training_data/train_2D_keypoints/openpose_output/json/-f0h1J3POAg_7-5-rgb_front
-f0h1J3POAg_8-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-f0h1J3POAg_8-5-rgb_front.mp4	And, we'll also see how to put callers on the air.	datasets/training_data/train_2D_keypoints/openpose_output/json/-f0h1J3POAg_8-5-rgb_front
-f7htdZ3Kk0_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-f7htdZ3Kk0_4-5-rgb_front.mp4	We've got our lead here and we've got a quote immediately.	datasets/training_data/train_2D_keypoints/openpose_output/json/-f7htdZ3Kk0_4-5-rgb_front
-f8UHZWw9Zs_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-f8UHZWw9Zs_2-5-rgb_front.mp4	And also, you know it's pretty much a formal occasion, so you want to be formal, but not like black tie; it's not necessary.	datasets/training_data/train_2D_keypoints/openpose_output/json/-f8UHZWw9Zs_2-5-rgb_front
-fC91WQRXio_7-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fC91WQRXio_7-3-rgb_front.mp4	But then again, there's always the thought that you would have to be prone to developing OCD to begin with, so the environmental factors are actually a trigger, and not necessarily a cause.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fC91WQRXio_7-3-rgb_front
-fNgnONv_3I_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fNgnONv_3I_1-5-rgb_front.mp4	This episode we're talking about snake bunkers.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fNgnONv_3I_1-5-rgb_front
-fNgnONv_3I_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fNgnONv_3I_12-5-rgb_front.mp4	So, it's going to be two knees, one hand, and you're just going to crawl all the way along.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fNgnONv_3I_12-5-rgb_front
-fNgnONv_3I_20-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fNgnONv_3I_20-5-rgb_front.mp4	You can actually blow out your wrist if you're not careful.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fNgnONv_3I_20-5-rgb_front
-fNgnONv_3I_22-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fNgnONv_3I_22-5-rgb_front.mp4	It doesn't always work out that way, but that's what you want to try to do.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fNgnONv_3I_22-5-rgb_front
-fOR83fBsP4_3-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fOR83fBsP4_3-3-rgb_front.mp4	Birds need to be very comfortable in their environment to preform, especially shyer birds like greys I've had a very difficult time showing any behaviors that these birds know today because there's lights and camera and unfamiliar people in the household and it's a very, very good way to get no response out of your bird at all.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fOR83fBsP4_3-3-rgb_front
-fPRgGA3QYY_15-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_15-5-rgb_front.mp4	Make sure your cutting board is not going to move.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_15-5-rgb_front
-fPRgGA3QYY_17-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_17-5-rgb_front.mp4	With your left hand or your non-dominant hand, you're going to have your fingers curved.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_17-5-rgb_front
-fPRgGA3QYY_18-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_18-5-rgb_front.mp4	And you're going to slice starting with about an inch from the tip and rocking down.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_18-5-rgb_front
-fPRgGA3QYY_27-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_27-5-rgb_front.mp4	Always use the spine of the knife.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_27-5-rgb_front
-fPRgGA3QYY_28-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_28-5-rgb_front.mp4	Let's turn them over this time so that they don't move as much.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_28-5-rgb_front
-fPRgGA3QYY_3-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fPRgGA3QYY_3-5-rgb_front.mp4	And I've selected celery because it has nice even stalks and it's a good, good way to practice.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fPRgGA3QYY_3-5-rgb_front
-fSI2e1pqkY_16-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fSI2e1pqkY_16-5-rgb_front.mp4	If your paper towel is saturated, get another one.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fSI2e1pqkY_16-5-rgb_front
-fSI2e1pqkY_19-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fSI2e1pqkY_19-5-rgb_front.mp4	It's not going to be exactly how a bare canvas is, but it's going to be good enough for you to start coming back in here with your red.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fSI2e1pqkY_19-5-rgb_front
-fSI2e1pqkY_3-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fSI2e1pqkY_3-5-rgb_front.mp4	It's how to make up for those little mistakes or, when your painting doesn't quite go in the direction you imagined it should go in.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fSI2e1pqkY_3-5-rgb_front
-fqh6k6uOUs_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fqh6k6uOUs_12-5-rgb_front.mp4	I am going to set it here spin around and catch it there.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fqh6k6uOUs_12-5-rgb_front
-fqh6k6uOUs_7-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fqh6k6uOUs_7-5-rgb_front.mp4	So in order to do that you need to have the set come right on the outside of your knee.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fqh6k6uOUs_7-5-rgb_front
-fqh6k6uOUs_8-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fqh6k6uOUs_8-5-rgb_front.mp4	So when you turn the first view will be right here.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fqh6k6uOUs_8-5-rgb_front
-fyFTnt9w9Q_1-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/-fyFTnt9w9Q_1-5-rgb_front.mp4	So this is very good for you to do.	datasets/training_data/train_2D_keypoints/openpose_output/json/-fyFTnt9w9Q_1-5-rgb_front
0-0kX3XoMPQ_11-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-0kX3XoMPQ_11-3-rgb_front.mp4	The genie's magic lamp.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-0kX3XoMPQ_11-3-rgb_front
0-0kX3XoMPQ_7-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-0kX3XoMPQ_7-3-rgb_front.mp4	Then we'll come up here and we'll draw the top, the little lid where they have, obviously pour in the oil and things like that.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-0kX3XoMPQ_7-3-rgb_front
0-0kX3XoMPQ_8-3-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-0kX3XoMPQ_8-3-rgb_front.mp4	And then we come in here and we'll draw the handle something like this right there.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-0kX3XoMPQ_8-3-rgb_front
0-4j8fghNOE_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-4j8fghNOE_5-5-rgb_front.mp4	It's very good for you and if everybody eats garlic nobody has garlic breath so make sure everybody eats a little bit of this.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-4j8fghNOE_5-5-rgb_front
0-CH0nKReGk_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-CH0nKReGk_5-5-rgb_front.mp4	For instance, when you run 10 miles, and you pass your second wind, then you feel so good, so energetic, then you don't want to eat for a while.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-CH0nKReGk_5-5-rgb_front
0-I67scsfIE_10-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-I67scsfIE_10-5-rgb_front.mp4	So as soon as I get my letters painted in, then I can or--I'm sorry--draw in with a pencil then I can paint it in.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-I67scsfIE_10-5-rgb_front
0-I67scsfIE_2-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-I67scsfIE_2-5-rgb_front.mp4	We're doing a construction sign here and it's going to say--we're going to put another put coat on it so it's a solid orange like a real construction sign.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-I67scsfIE_2-5-rgb_front
0-_hOoXzsWw_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-_hOoXzsWw_12-5-rgb_front.mp4	Now why do we do it this way?	datasets/training_data/train_2D_keypoints/openpose_output/json/0-_hOoXzsWw_12-5-rgb_front
0-_hOoXzsWw_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-_hOoXzsWw_4-5-rgb_front.mp4	They think that that's rooting.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-_hOoXzsWw_4-5-rgb_front
0-_hOoXzsWw_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-_hOoXzsWw_6-5-rgb_front.mp4	Right, so also the other mistake is that you are pushing hard and not able to root so you start leaning back, leaning back, and then you could push that person over.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-_hOoXzsWw_6-5-rgb_front
0-_hOoXzsWw_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-_hOoXzsWw_9-5-rgb_front.mp4	Or if I find that he's resisting, then I back off a little bit.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-_hOoXzsWw_9-5-rgb_front
0-bR2rq-qps_14-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-bR2rq-qps_14-5-rgb_front.mp4	And you're going to take it and you're going to go all over the face.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-bR2rq-qps_14-5-rgb_front
0-bR2rq-qps_16-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-bR2rq-qps_16-5-rgb_front.mp4	Make sure you get every single place because this is what's going to clean all of the excess dirt that you didn't get with your exfoliator.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-bR2rq-qps_16-5-rgb_front
0-bR2rq-qps_19-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-bR2rq-qps_19-5-rgb_front.mp4	Doesn't that feel refreshing?	datasets/training_data/train_2D_keypoints/openpose_output/json/0-bR2rq-qps_19-5-rgb_front
0-bR2rq-qps_26-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-bR2rq-qps_26-5-rgb_front.mp4	The whole package was a $1.99 and it will last to about two months.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-bR2rq-qps_26-5-rgb_front
0-bR2rq-qps_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-bR2rq-qps_4-5-rgb_front.mp4	Now, a lot of people need to prevent acne.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-bR2rq-qps_4-5-rgb_front
0-n5YbN2IZA_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-n5YbN2IZA_12-5-rgb_front.mp4	Hitting a window.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-n5YbN2IZA_12-5-rgb_front
0-n5YbN2IZA_7-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-n5YbN2IZA_7-5-rgb_front.mp4	Around the roll and that helps create a seal.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-n5YbN2IZA_7-5-rgb_front
0-n5YbN2IZA_8-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-n5YbN2IZA_8-5-rgb_front.mp4	We should put a few layers just like we did before and again this is going to help prevent any of the rice from falling out.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-n5YbN2IZA_8-5-rgb_front
0-vrO9sZ5ow_11-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-vrO9sZ5ow_11-5-rgb_front.mp4	And once you've held this for about twenty to thirty seconds, you want to slowly come up, bring in your head up first, then your hands, then come back up to that seated position.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-vrO9sZ5ow_11-5-rgb_front
0-vrO9sZ5ow_4-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-vrO9sZ5ow_4-5-rgb_front.mp4	And anybody of any age can do this.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-vrO9sZ5ow_4-5-rgb_front
0-wLoko5zNw_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-wLoko5zNw_6-5-rgb_front.mp4	I've then multiple those two measurements together which gave me my total square footage for each section.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-wLoko5zNw_6-5-rgb_front
0-wLoko5zNw_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/0-wLoko5zNw_9-5-rgb_front.mp4	That's going to give me a total of 83.95 square feet and I might as well rounded right up to 85 square feet.	datasets/training_data/train_2D_keypoints/openpose_output/json/0-wLoko5zNw_9-5-rgb_front
001evy9D-mw_10-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/001evy9D-mw_10-5-rgb_front.mp4	And that's all there is for the oils group.	datasets/training_data/train_2D_keypoints/openpose_output/json/001evy9D-mw_10-5-rgb_front
001evy9D-mw_5-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/001evy9D-mw_5-5-rgb_front.mp4	Now most kids get enough of their daily intake from this category without actually having to make an effort to add things in.	datasets/training_data/train_2D_keypoints/openpose_output/json/001evy9D-mw_5-5-rgb_front
002pHlZGEQ8_12-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/002pHlZGEQ8_12-5-rgb_front.mp4	I can blast him in the side with the hilt of this other knife.	datasets/training_data/train_2D_keypoints/openpose_output/json/002pHlZGEQ8_12-5-rgb_front
002pHlZGEQ8_20-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/002pHlZGEQ8_20-5-rgb_front.mp4	More than likely, I would've simply throw him to the ground, project him as far away from me as possible.	datasets/training_data/train_2D_keypoints/openpose_output/json/002pHlZGEQ8_20-5-rgb_front
002pHlZGEQ8_22-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/002pHlZGEQ8_22-5-rgb_front.mp4	He pulls back, and we go.	datasets/training_data/train_2D_keypoints/openpose_output/json/002pHlZGEQ8_22-5-rgb_front
002pHlZGEQ8_3-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/002pHlZGEQ8_3-5-rgb_front.mp4	Let's say, that we're going to be forced to the inside this time, and I come in.	datasets/training_data/train_2D_keypoints/openpose_output/json/002pHlZGEQ8_3-5-rgb_front
003D1CHLnQs_6-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/003D1CHLnQs_6-5-rgb_front.mp4	Alas, there are no fives, no captain.	datasets/training_data/train_2D_keypoints/openpose_output/json/003D1CHLnQs_6-5-rgb_front
003D1CHLnQs_9-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/003D1CHLnQs_9-5-rgb_front.mp4	In this case, it's a five and a three, and so now, I would score my points.	datasets/training_data/train_2D_keypoints/openpose_output/json/003D1CHLnQs_9-5-rgb_front
005j20-PoLw_0-5-rgb_front	datasets/training_data/train_rgb_front_clips/raw_videos/005j20-PoLw_0-5-rgb_front.mp4	O.k.	datasets/training_data/train_2D_keypoints/openpose_output/json/005j20-PoLw_0-5-rgb_front
