VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
04DtdCu2kfg	04DtdCu2kfg-5-rgb_front	04DtdCu2kfg_6	04DtdCu2kfg_6-5-rgb_front	28.37	34.32	The main thing is, we want this guy to pointing to the ball and his man.
04DtdCu2kfg	04DtdCu2kfg-5-rgb_front	04DtdCu2kfg_9	04DtdCu2kfg_9-5-rgb_front	48.48	52.05	"A lot of people are concerned, ""What happens to my guy?"
04VKILduLSM	04VKILduLSM-8-rgb_front	04VKILduLSM_10	04VKILduLSM_10-8-rgb_front	48.45	52.36	So that's going to give you a better chance to hedge your bet.
04VKILduLSM	04VKILduLSM-8-rgb_front	04VKILduLSM_12	04VKILduLSM_12-8-rgb_front	57.11	59.91	This takes down the casino advantage to it's lowest point.
04VKILduLSM	04VKILduLSM-8-rgb_front	04VKILduLSM_3	04VKILduLSM_3-8-rgb_front	14.21	16.07	But there's also other ways to win at craps.
04hnjLKHh2g	04hnjLKHh2g-5-rgb_front	04hnjLKHh2g_1	04hnjLKHh2g_1-5-rgb_front	4.2	22.31	First you want to hold the pastry bag in your hand like this, and with your thumb and your finger, gather up the excess bag on the top.
04hnjLKHh2g	04hnjLKHh2g-5-rgb_front	04hnjLKHh2g_16	04hnjLKHh2g_16-5-rgb_front	162.97	165.85	Okay, let me show you that again nice and close up.
04hnjLKHh2g	04hnjLKHh2g-5-rgb_front	04hnjLKHh2g_19	04hnjLKHh2g_19-5-rgb_front	177.24	183.87	And you squeeze, until you get a little star.
04hnjLKHh2g	04hnjLKHh2g-5-rgb_front	04hnjLKHh2g_3	04hnjLKHh2g_3-5-rgb_front	30.05	41.68	Now you can twist the bag while pinching that top, pinching the twist, with your thumb and your finger, in your hand like that.
05LWN7tIdEo	05LWN7tIdEo-5-rgb_front	05LWN7tIdEo_6	05LWN7tIdEo_6-5-rgb_front	81.32	90.84	Now, your strokes would be better than mine, even right now, but you'd be all fouled up with the, with the wheel chair.
05gjcxakphc	05gjcxakphc-5-rgb_front	05gjcxakphc_10	05gjcxakphc_10-5-rgb_front	102.1	115.45	You can wear them over jeans, under jeans, or here you can pair them with leggings and they have a slenderizing affect.
05gjcxakphc	05gjcxakphc-5-rgb_front	05gjcxakphc_2	05gjcxakphc_2-5-rgb_front	18.81	32.03	If you're wearing a dress, such as a short dress, you can wear large, clunky shoes that may or may not match your outfit.
05pLyheXjeo	05pLyheXjeo-5-rgb_front	05pLyheXjeo_10	05pLyheXjeo_10-5-rgb_front	46.6	48.6	Only they're not braided.
05pLyheXjeo	05pLyheXjeo-5-rgb_front	05pLyheXjeo_2	05pLyheXjeo_2-5-rgb_front	17.52	20.62	is going straight across the back.
05pLyheXjeo	05pLyheXjeo-5-rgb_front	05pLyheXjeo_20	05pLyheXjeo_20-5-rgb_front	88.06	90.13	And it just gets, put over the head.
05snMPwCV98	05snMPwCV98-5-rgb_front	05snMPwCV98_0	05snMPwCV98_0-5-rgb_front	0.37	15.33	The next variation of a vest that you can design, or that you can build on, as far as your design process goes, and again, all this stuff is for you to just try.
05snMPwCV98	05snMPwCV98-5-rgb_front	05snMPwCV98_11	05snMPwCV98_11-5-rgb_front	78.77	84.15	It's just too short for being long, and too long for being shrunken.
06S7xXXHWIs	06S7xXXHWIs-5-rgb_front	06S7xXXHWIs_2	06S7xXXHWIs_2-5-rgb_front	20.34	21.99	Some dogs will really like it.
06St8W_JHok	06St8W_JHok-5-rgb_front	06St8W_JHok_1	06St8W_JHok_1-5-rgb_front	8.33	14.07	Actually, what we first want to do is decide what we want to paint.
06St8W_JHok	06St8W_JHok-5-rgb_front	06St8W_JHok_11	06St8W_JHok_11-5-rgb_front	50.67	61.89	For example, this picture here on the left, oh that tree there and that gnarled piece of driftwood which has been pushed up right by the current in the sand.
06St8W_JHok	06St8W_JHok-5-rgb_front	06St8W_JHok_21	06St8W_JHok_21-5-rgb_front	102.28	103.23	So this one, that's out.
06Yvm4X81WI	06Yvm4X81WI-5-rgb_front	06Yvm4X81WI_14	06Yvm4X81WI_14-5-rgb_front	116.84	132.53	You can put that around your wrist, put it around your shoulders, so just in case, when you finally go through, if you loose your grip on your chisel, you're not going to lose it, because your rope will help save it.
06Yvm4X81WI	06Yvm4X81WI-5-rgb_front	06Yvm4X81WI_7	06Yvm4X81WI_7-5-rgb_front	46.94	53.49	It's a great way to chop a quick hole, probably only take you a minute or so.
06Yvm4X81WI	06Yvm4X81WI-5-rgb_front	06Yvm4X81WI_8	06Yvm4X81WI_8-5-rgb_front	53.51	67.14	During mid-winter, when the ice is thick, say even thicker than six, seven inches, using a hand chisel can be quite a task.
06bQ_DxQGJU	06bQ_DxQGJU-5-rgb_front	06bQ_DxQGJU_1	06bQ_DxQGJU_1-5-rgb_front	16.51	25.22	It is very important that you practice hitting all your server turns to the different parts of the court.
06bQ_DxQGJU	06bQ_DxQGJU-5-rgb_front	06bQ_DxQGJU_3	06bQ_DxQGJU_3-5-rgb_front	40.14	62.94	Now there is exceptions to that because sometimes they will mix up where they stand but in singles your best return is generally down the middle, but if you the player you are playing is serving and he is rushing the net, you might not want to give it right to him, you might want to be on a hit an angle cross court or go down the line.
06d7cIO6KsA	06d7cIO6KsA-5-rgb_front	06d7cIO6KsA_1	06d7cIO6KsA_1-5-rgb_front	6.5	15.06	So one of the things that you want to do is check your litter box daily to see if the stool is normal.
06jk1stVwMI	06jk1stVwMI-5-rgb_front	06jk1stVwMI_1	06jk1stVwMI_1-5-rgb_front	7.61	11.61	As long as it's still comfortable for you to be lying on your back.
06jk1stVwMI	06jk1stVwMI-5-rgb_front	06jk1stVwMI_12	06jk1stVwMI_12-5-rgb_front	58.4	59.19	Keep looking straight up.
06jk1stVwMI	06jk1stVwMI-5-rgb_front	06jk1stVwMI_22	06jk1stVwMI_22-5-rgb_front	100.41	121.02	Release the hands out to your sides, press up onto your tippy toes, take a nice deep inhale, exhale very slowly, very gently, lowering down one vertebrae at a time.
06jk1stVwMI	06jk1stVwMI-5-rgb_front	06jk1stVwMI_3	06jk1stVwMI_3-5-rgb_front	14.01	18.71	I do have a blanket underneath her head for just a little bit of support on her neck.
06k75HRlfqc	06k75HRlfqc-8-rgb_front	06k75HRlfqc_5	06k75HRlfqc_5-8-rgb_front	30.75	37.72	And the purpose of heating the room in a hot yoga class is to create greater detoxification benefits.
06k75HRlfqc	06k75HRlfqc-8-rgb_front	06k75HRlfqc_7	06k75HRlfqc_7-8-rgb_front	46.5	49.98	And there should be a little bit of humanity within that, that sphere of the room.
06k75HRlfqc	06k75HRlfqc-8-rgb_front	06k75HRlfqc_8	06k75HRlfqc_8-8-rgb_front	51.3	64.61	You may find various sequences in a hot yoga class where Bikram yoga is one particular sequence and one particular class of twenty six postures.
06tA1xvaSt8	06tA1xvaSt8-5-rgb_front	06tA1xvaSt8_0	06tA1xvaSt8_0-5-rgb_front	1.13	12.22	Now, you'll notice with our edges, already sort of peeled away, you're like well, you know, some of the toners coming off, it all looks a little rugged.
06tA1xvaSt8	06tA1xvaSt8-5-rgb_front	06tA1xvaSt8_12	06tA1xvaSt8_12-5-rgb_front	68.31	69.94	That means you are scrubbing too hard.
06tA1xvaSt8	06tA1xvaSt8-5-rgb_front	06tA1xvaSt8_2	06tA1xvaSt8_2-5-rgb_front	17.0	25.53	You gotta keep in mind that a lot of those with smoother edges, that the grays and the whites are going to be reduced down to like, you know, darker than wood.
072DGdBjfkQ	072DGdBjfkQ-5-rgb_front	072DGdBjfkQ_1	072DGdBjfkQ_1-5-rgb_front	7.67	13.25	Here's the card that we are going to be making and doesn't that look like a cute little film strip.
072DGdBjfkQ	072DGdBjfkQ-5-rgb_front	072DGdBjfkQ_12	072DGdBjfkQ_12-5-rgb_front	72.02	80.47	Now I won't cut out the chick punches until I've stamped on them.
072DGdBjfkQ	072DGdBjfkQ-5-rgb_front	072DGdBjfkQ_20	072DGdBjfkQ_20-5-rgb_front	122.45	124.79	The first one I want is just going to be his nose.
075s9DECj2k	075s9DECj2k-5-rgb_front	075s9DECj2k_5	075s9DECj2k_5-5-rgb_front	62.72	80.28	Watch how I extend my arms past my shoulders just like I did in the jump back and swing my arms quickly as I did in the arm string drill.
077IIb5uuCs	077IIb5uuCs-5-rgb_front	077IIb5uuCs_11	077IIb5uuCs_11-5-rgb_front	68.69	82.5	They're nice, slow, single rotations and it's not because of how I'm spinning them, it's because of how high I'm throwing them.
077IIb5uuCs	077IIb5uuCs-5-rgb_front	077IIb5uuCs_13	077IIb5uuCs_13-5-rgb_front	89.8	96.11	Spinning them faster is another trick in itself just throwing them is hard enough for most people.
077IIb5uuCs	077IIb5uuCs-5-rgb_front	077IIb5uuCs_4	077IIb5uuCs_4-5-rgb_front	21.28	22.24	I've been hit in the mouth.
077IIb5uuCs	077IIb5uuCs-5-rgb_front	077IIb5uuCs_6	077IIb5uuCs_6-5-rgb_front	32.42	35.96	I had seen people do both and it hurts.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_17	077rQK39ycg_17-5-rgb_front	95.16	114.38	And then the next thing we're going to add are our heavier vegetables, like our carrot, our onion and today we're using peppers.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_18	077rQK39ycg_18-5-rgb_front	114.83	119.47	So let's get our peppers in there.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_27	077rQK39ycg_27-5-rgb_front	180.81	185.64	You can leave it periodically.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_28	077rQK39ycg_28-5-rgb_front	174.34	180.68	Let the vegetables heat up and in about thirty seconds or so come on back, keep it moving again.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_6	077rQK39ycg_6-5-rgb_front	22.97	27.51	The first thing you want to add to your wok are your fresh vegetables.
077rQK39ycg	077rQK39ycg-5-rgb_front	077rQK39ycg_9	077rQK39ycg_9-5-rgb_front	53.15	60.45	When we're cooking with a wok and cooking Thai food, your vegetables are going to be crispy.
079tjgCukM4	079tjgCukM4-5-rgb_front	079tjgCukM4_2	079tjgCukM4_2-5-rgb_front	14.39	26.11	There is a point where you just have to let technique go, you have to just let it sink down naturally in your body and then you have to forget about it.
07EGkSiMsL0	07EGkSiMsL0-5-rgb_front	07EGkSiMsL0_10	07EGkSiMsL0_10-5-rgb_front	54.83	55.89	There we go.
07EGkSiMsL0	07EGkSiMsL0-5-rgb_front	07EGkSiMsL0_12	07EGkSiMsL0_12-5-rgb_front	58.61	60.05	So now we continue.
07EGkSiMsL0	07EGkSiMsL0-5-rgb_front	07EGkSiMsL0_20	07EGkSiMsL0_20-5-rgb_front	124.39	131.01	So that's kind of why I go that direction, and I don't like fast and hot and quick.
07EGkSiMsL0	07EGkSiMsL0-5-rgb_front	07EGkSiMsL0_4	07EGkSiMsL0_4-5-rgb_front	11.1	15.45	He's made the decision of electrology.
07HhpnroTXs	07HhpnroTXs-5-rgb_front	07HhpnroTXs_0	07HhpnroTXs_0-5-rgb_front	0.25	6.69	We've chosen a pink, silver and black theme for this one and that can go anywhere.
07HhpnroTXs	07HhpnroTXs-5-rgb_front	07HhpnroTXs_2	07HhpnroTXs_2-5-rgb_front	18.51	26.75	Like say you're having a Hannah Montana party which is one of the most popular themes going right now.
07TdlpHnhtU	07TdlpHnhtU-5-rgb_front	07TdlpHnhtU_15	07TdlpHnhtU_15-5-rgb_front	80.95	84.11	You don't have to have a clasp with it.
07TdlpHnhtU	07TdlpHnhtU-5-rgb_front	07TdlpHnhtU_7	07TdlpHnhtU_7-5-rgb_front	35.4	38.28	This is all done with tiger tail.
07TdlpHnhtU	07TdlpHnhtU-5-rgb_front	07TdlpHnhtU_8	07TdlpHnhtU_8-5-rgb_front	38.79	43.85	And that's basically what I use to make basic necklaces.
07U8pEf63Pw	07U8pEf63Pw-5-rgb_front	07U8pEf63Pw_17	07U8pEf63Pw_17-5-rgb_front	79.4	82.52	Lifting it up and away from the body.
07U8pEf63Pw	07U8pEf63Pw-5-rgb_front	07U8pEf63Pw_18	07U8pEf63Pw_18-5-rgb_front	82.54	84.75	Squatting down.
07U8pEf63Pw	07U8pEf63Pw-5-rgb_front	07U8pEf63Pw_6	07U8pEf63Pw_6-5-rgb_front	19.15	21.9	It's strengthens the arms.
07U8pEf63Pw	07U8pEf63Pw-5-rgb_front	07U8pEf63Pw_9	07U8pEf63Pw_9-5-rgb_front	36.31	38.95	You can turn with it.
07ViW5BdEsw	07ViW5BdEsw-1-rgb_front	07ViW5BdEsw_13	07ViW5BdEsw_13-1-rgb_front	104.0	108.41	Now when I hit an area like this detail trim here where the headlight is.
07ViW5BdEsw	07ViW5BdEsw-1-rgb_front	07ViW5BdEsw_7	07ViW5BdEsw_7-1-rgb_front	51.02	53.89	One of the common problems we have is people use too much wax.
07ViW5BdEsw	07ViW5BdEsw-1-rgb_front	07ViW5BdEsw_8	07ViW5BdEsw_8-1-rgb_front	53.88	57.5	You just don't need a ton, a tremendous amount of product.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_16	07mFG9turoU_16-5-rgb_front	58.18	65.67	If you're having trouble reaching your ankle you can come down to your calf or even back to the knee.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_19	07mFG9turoU_19-5-rgb_front	69.11	71.7	You want to keep it long and lean.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_26	07mFG9turoU_26-5-rgb_front	99.24	108.72	So you have exhale, whoo, whoo, and switch, navel scoops.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_29	07mFG9turoU_29-5-rgb_front	79.23	79.47	Press.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_36	07mFG9turoU_36-5-rgb_front	83.98	84.13	Pulse.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_39	07mFG9turoU_39-5-rgb_front	120.17	121.75	Give me three more.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_44	07mFG9turoU_44-5-rgb_front	139.24	144.22	The next clip with be the single, no the double straight leg stretch.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_7	07mFG9turoU_7-5-rgb_front	28.26	30.91	From here the legs go straight up in the air.
07mFG9turoU	07mFG9turoU-5-rgb_front	07mFG9turoU_8	07mFG9turoU_8-5-rgb_front	22.04	23.51	Reach the toes toward the ceiling.
07n9gNTlVdI	07n9gNTlVdI-5-rgb_front	07n9gNTlVdI_15	07n9gNTlVdI_15-5-rgb_front	138.99	142.24	I'm going to go ahead and flip it over.
07n9gNTlVdI	07n9gNTlVdI-5-rgb_front	07n9gNTlVdI_6	07n9gNTlVdI_6-5-rgb_front	40.64	51.93	I mean you can obviously see that we're a little low here still, but just keeping--you don't want to dig in to this and try to make it up right now.
07n9gNTlVdI	07n9gNTlVdI-5-rgb_front	07n9gNTlVdI_9	07n9gNTlVdI_9-5-rgb_front	70.01	74.26	It's more important that it really stays flat.
08JotxFsA4Y	08JotxFsA4Y-5-rgb_front	08JotxFsA4Y_6	08JotxFsA4Y_6-5-rgb_front	86.1	117.48	And another cool little trick is so that I don't lift makeup off of her skin, I'm going to apply the puff onto her cheek and rest my hand here while I apply the eye shadow onto her eyebrow or fill in her eyebrows.
08JotxFsA4Y	08JotxFsA4Y-5-rgb_front	08JotxFsA4Y_9	08JotxFsA4Y_9-5-rgb_front	146.27	153.38	The difference between the two eyebrows (Can I have your chin over here?)?
08PDyCn-pxI	08PDyCn-pxI-5-rgb_front	08PDyCn-pxI_1	08PDyCn-pxI_1-5-rgb_front	4.83	14.07	What we want to talk about right now is the importance of our linebackers in the 4-3 set against a passing team.
08PDyCn-pxI	08PDyCn-pxI-5-rgb_front	08PDyCn-pxI_15	08PDyCn-pxI_15-5-rgb_front	104.69	109.92	So he's got the outside responsibilities, the middle linebacker has got anything back here.
08PDyCn-pxI	08PDyCn-pxI-5-rgb_front	08PDyCn-pxI_17	08PDyCn-pxI_17-5-rgb_front	120.38	125.6	And that's how you play linebacker dropping back in pass coverage.
08PDyCn-pxI	08PDyCn-pxI-5-rgb_front	08PDyCn-pxI_3	08PDyCn-pxI_3-5-rgb_front	22.21	31.81	So these linebackers have to be very athletic and very versatile to be able to adjust to whatever is going on.
08hX7LrGPZQ	08hX7LrGPZQ-5-rgb_front	08hX7LrGPZQ_6	08hX7LrGPZQ_6-5-rgb_front	70.36	74.48	Just even out her skin tone.
08hX7LrGPZQ	08hX7LrGPZQ-5-rgb_front	08hX7LrGPZQ_9	08hX7LrGPZQ_9-5-rgb_front	100.48	117.21	The sponge is going to pickup more pigment and in turn give a fuller coverage.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_14	08nsvHZLNfE_14-5-rgb_front	120.69	138.19	But you really need to, really need to take a look at what your, your life styles are and try and match those up with your potential partner.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_16	08nsvHZLNfE_16-5-rgb_front	150.96	161.73	That comes from educating yourself; being the best person that you can be and making sure that you radiate that self confidence.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_19	08nsvHZLNfE_19-5-rgb_front	184.21	197.51	And if these things are not there then you're really going to have a difficulty or difficult time moving the relationship, relationship to the next level.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_24	08nsvHZLNfE_24-5-rgb_front	212.77	217.12	Or a beer while you're watching a football game.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_29_30_31	08nsvHZLNfE_29_30_31-5-rgb_front	240.72	255.55	Can you get along with the family? That's an important, important thing. What are your short term goals, your long term goals?
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_34	08nsvHZLNfE_34-5-rgb_front	262.28	278.82	So you have to be aligned from that view point because if you're not then you're going to, this discongruity is going to create problems for you later on down the road.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_6	08nsvHZLNfE_6-5-rgb_front	46.25	55.57	We really need to do an introspective look and say who are we from an inventory perspective.
08nsvHZLNfE	08nsvHZLNfE-5-rgb_front	08nsvHZLNfE_9	08nsvHZLNfE_9-5-rgb_front	84.79	88.58	Are you looking to be with a professional?
097l3R1JCFQ	097l3R1JCFQ-5-rgb_front	097l3R1JCFQ_12	097l3R1JCFQ_12-5-rgb_front	63.52	67.66	Now tortillas.
097l3R1JCFQ	097l3R1JCFQ-5-rgb_front	097l3R1JCFQ_5	097l3R1JCFQ_5-5-rgb_front	36.82	39.13	Get the good stuff, alright?
09B_3NBFoM8	09B_3NBFoM8-5-rgb_front	09B_3NBFoM8_0	09B_3NBFoM8_0-5-rgb_front	0.37	9.18	Pain is one of those things that we see a lot of patients for as an acupuncturist and its probably what its best known for.
09GN-XezUJg	09GN-XezUJg-8-rgb_front	09GN-XezUJg_5	09GN-XezUJg_5-8-rgb_front	23.61	24.9	There is easier scheduling.
09GN-XezUJg	09GN-XezUJg-8-rgb_front	09GN-XezUJg_7	09GN-XezUJg_7-8-rgb_front	29.8	41.52	A lot of times, if there's a middle man involved, your pay cut is pretty steep, but then your middle man is getting you...getting you clients, so that's a trade-off that you have to make sometimes.
09GN-XezUJg	09GN-XezUJg-8-rgb_front	09GN-XezUJg_8	09GN-XezUJg_8-8-rgb_front	42.44	48.47	It's also a pretty fun job if you like explaining things and it makes you feel smart.
09KiqMdCSKc	09KiqMdCSKc-8-rgb_front	09KiqMdCSKc_1	09KiqMdCSKc_1-8-rgb_front	3.44	5.29	This is the fun part and the hard part.
09KiqMdCSKc	09KiqMdCSKc-8-rgb_front	09KiqMdCSKc_14	09KiqMdCSKc_14-8-rgb_front	53.75	57.49	Like I said, natural vanilla color.
09KiqMdCSKc	09KiqMdCSKc-8-rgb_front	09KiqMdCSKc_16	09KiqMdCSKc_16-8-rgb_front	64.64	64.65	I'm just piling it on.
09KiqMdCSKc	09KiqMdCSKc-8-rgb_front	09KiqMdCSKc_19	09KiqMdCSKc_19-8-rgb_front	75.02	81.24	Whatever I do on top, I normally do a little bit on the bottom just so that it's all blended and smooth looking.
09PTYSJ3dmA	09PTYSJ3dmA-8-rgb_front	09PTYSJ3dmA_0	09PTYSJ3dmA_0-8-rgb_front	0.94	12.83	In this clip, we're going to talk about, you know, different sort of safety gear that you can use to make sure that your time out on the water while you're kite surfing is going to be much more safe and, you know, definitely friendly if some sort of thing goes wrong.
09PTYSJ3dmA	09PTYSJ3dmA-8-rgb_front	09PTYSJ3dmA_2	09PTYSJ3dmA_2-8-rgb_front	20.11	34.24	You're going to be using a board and sometimes you could be kiting in shallow water, so you know helmet an absolute must if you?re trying, you know, learn a new trick, you're just getting into the sport or you feel like, you know, it's an overpowering conditions and you might just want a little extra protection.
09cQe0gC2-0	09cQe0gC2-0-8-rgb_front	09cQe0gC2-0_3_4	09cQe0gC2-0_3_4-8-rgb_front	17.48	27.35	Number one thing is...I believe...is probably the way that you're holding your bow. You want to make sure that you have a loose, but comfortable grip on your bow.
09pImpqIfaU	09pImpqIfaU-8-rgb_front	09pImpqIfaU_6	09pImpqIfaU_6-8-rgb_front	21.76	31.96	We've added one single stitch to the end of the second row, and now we're going to flip over the bracelet and go back the other way.
09pImpqIfaU	09pImpqIfaU-8-rgb_front	09pImpqIfaU_9	09pImpqIfaU_9-8-rgb_front	42.33	47.06	You have the 2 loops on the crochet hook.
09wc1lfk_P4	09wc1lfk_P4-8-rgb_front	09wc1lfk_P4_0	09wc1lfk_P4_0-8-rgb_front	0.66	1.16	Hi.
09wc1lfk_P4	09wc1lfk_P4-8-rgb_front	09wc1lfk_P4_2	09wc1lfk_P4_2-8-rgb_front	8.86	14.94	I'm here to talk about how to choose your reception menu for your elegant beach theme wedding.
0ACeI3_jN3k	0ACeI3_jN3k-8-rgb_front	0ACeI3_jN3k_13	0ACeI3_jN3k_13-8-rgb_front	54.25	55.3	And be consistent.
0ACeI3_jN3k	0ACeI3_jN3k-8-rgb_front	0ACeI3_jN3k_21	0ACeI3_jN3k_21-8-rgb_front	102.18	105.49	You need to have something that's not going to be very visible under the clothing.
0ACeI3_jN3k	0ACeI3_jN3k-8-rgb_front	0ACeI3_jN3k_23	0ACeI3_jN3k_23-8-rgb_front	115.81	120.56	Something that some people may not expect when they get into modeling, but it is important.
0ACeI3_jN3k	0ACeI3_jN3k-8-rgb_front	0ACeI3_jN3k_4	0ACeI3_jN3k_4-8-rgb_front	16.77	22.21	You need to be able to do full make-up and hair whenever the client requests it.
0AL_w4FP-vA	0AL_w4FP-vA-8-rgb_front	0AL_w4FP-vA_0	0AL_w4FP-vA_0-8-rgb_front	0.4	2.28	Off-season training for football.
0AZFdfnzrog	0AZFdfnzrog-8-rgb_front	0AZFdfnzrog_6	0AZFdfnzrog_6-8-rgb_front	45.94	51.14	Because jewelry is so diverse you don't really have to stick with a certain style all the time.
0AhtD4UPpJQ	0AhtD4UPpJQ-5-rgb_front	0AhtD4UPpJQ_7	0AhtD4UPpJQ_7-5-rgb_front	61.59	72.78	So another thing that you, you want to look, you want to see, do you use the room often enough?
0AhtD4UPpJQ	0AhtD4UPpJQ-5-rgb_front	0AhtD4UPpJQ_8	0AhtD4UPpJQ_8-5-rgb_front	73.06	82.51	Even if it's a beautiful room but you don't use it often enough, so the energy becomes stagnant.
0C16xFUBT3c	0C16xFUBT3c-3-rgb_front	0C16xFUBT3c_12	0C16xFUBT3c_12-3-rgb_front	52.94	54.74	You've got it protected by the glass turn table most of the time, so you don't have to worry about this being cleaned.
0C6TSfqie_Y	0C6TSfqie_Y-8-rgb_front	0C6TSfqie_Y_5	0C6TSfqie_Y_5-8-rgb_front	61.52	70.15	So, if you don't do it in a matter of about one second, you'll actually have to start a fight with the guy and it might be a gun shot and that sailor almost guaranteed to catch you.
0C6TSfqie_Y	0C6TSfqie_Y-8-rgb_front	0C6TSfqie_Y_7	0C6TSfqie_Y_7-8-rgb_front	78.59	86.99	So, it worth trying to get that right, right out of the gate since it is the very first thing you do in the mission and then that's one least guy you have to worry about.
0C9R7XjhUuo	0C9R7XjhUuo-8-rgb_front	0C9R7XjhUuo_1	0C9R7XjhUuo_1-8-rgb_front	1.59	7.0	It's something that you had in your basement, or you bought it at a yard sale; you didn't get ripped off at a flea market.
0C9R7XjhUuo	0C9R7XjhUuo-8-rgb_front	0C9R7XjhUuo_13	0C9R7XjhUuo_13-8-rgb_front	68.44	72.96	This original paint is worth more like this than it would be if it were repainted.
0CAt2QlIcco	0CAt2QlIcco-8-rgb_front	0CAt2QlIcco_15	0CAt2QlIcco_15-8-rgb_front	62.45	64.85	It's just a very simple science presentation.
0CAt2QlIcco	0CAt2QlIcco-8-rgb_front	0CAt2QlIcco_6	0CAt2QlIcco_6-8-rgb_front	18.62	23.6	Did you know that you have carbon, hydrogen, nitrogen, calcium and phosphorous?
0CAt2QlIcco	0CAt2QlIcco-8-rgb_front	0CAt2QlIcco_9	0CAt2QlIcco_9-8-rgb_front	31.63	41.33	So if you point that out to people and show them what your all made out of, it's quite a interesting spectrum and it makes you so human, it really does.
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_14	0CGoYyy61p8_14-8-rgb_front	49.37	57.08	And I like this because it kinda just lifts me up a little bit too, and blue because I always like to add a little bit of color.
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_16	0CGoYyy61p8_16-8-rgb_front	59.77	65.81	This is a party dress and this is more a sexy, sleek, red carpet dress.
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_19	0CGoYyy61p8_19-8-rgb_front	72.09	74.52	It's really hard picking a dress, isn't it?
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_24	0CGoYyy61p8_24-8-rgb_front	81.59	84.54	HARMONIE KRIEGER: So, basically it's what's flattering to your own body.
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_4	0CGoYyy61p8_4-8-rgb_front	30.18	32.05	So, how do you feel in this dress, do you like it?
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_6	0CGoYyy61p8_6-8-rgb_front	33.74	34.25	I love it.
0CGoYyy61p8	0CGoYyy61p8-8-rgb_front	0CGoYyy61p8_9	0CGoYyy61p8_9-8-rgb_front	36.75	38.11	Now, the makeover is not just for the red carpet.
0CPT0O-r-70	0CPT0O-r-70-8-rgb_front	0CPT0O-r-70_7	0CPT0O-r-70_7-8-rgb_front	52.71	54.47	Again, this one is Germ-X.
0CPT0O-r-70	0CPT0O-r-70-8-rgb_front	0CPT0O-r-70_8	0CPT0O-r-70_8-8-rgb_front	54.52	61.45	It's what we're using today, but if you have access to soap and water it's best to go ahead and use that.
0CSAuZM2jAU	0CSAuZM2jAU-5-rgb_front	0CSAuZM2jAU_0	0CSAuZM2jAU_0-5-rgb_front	0.45	7.46	So if your going to be walking with your dog on leash in the woods there's a couple of different kinds of leashes you can use.
0CSAuZM2jAU	0CSAuZM2jAU-5-rgb_front	0CSAuZM2jAU_2	0CSAuZM2jAU_2-5-rgb_front	17.42	31.84	There are some places that have a maximum of leash length of 6 feet and if that's the case you want to have a leash thats approximately this long.
0C_NjyLtHwc	0C_NjyLtHwc-8-rgb_front	0C_NjyLtHwc_0	0C_NjyLtHwc_0-8-rgb_front	0.51	2.16	Okay so now that we have our button off.
0C_NjyLtHwc	0C_NjyLtHwc-8-rgb_front	0C_NjyLtHwc_13	0C_NjyLtHwc_13-8-rgb_front	48.98	49.92	Oh no it doesn't.
0C_NjyLtHwc	0C_NjyLtHwc-8-rgb_front	0C_NjyLtHwc_21	0C_NjyLtHwc_21-8-rgb_front	57.67	59.37	So just kind of bypass one hole.
